NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_PROVA,TP_SEXO_DESC,TP_COR_RACA_DESC,TP_ESCOLA_DESC,Q006,Q006_RENDA_DESC,GRUPO_RENDA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,NU_NOTA_GERAL
210055267226,2022,Curitiba,Feminino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),510.7,548.5,553.9,454.2,560.0,525.46
210056536199,2022,Curitiba,Masculino,Branca,Privada,P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),574.6,584.8,552.0,692.6,840.0,648.8
210057273753,2022,Curitiba,Masculino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),429.7,497.2,524.3,524.2,700.0,535.08
210056225485,2022,Curitiba,Masculino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),728.0,732.2,693.1,799.0,920.0,774.46
210057354237,2022,Curitiba,Feminino,Parda,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),396.8,523.0,550.2,521.1,720.0,542.22
210055508694,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),458.8,600.1,557.2,405.1,620.0,528.24
210055076630,2022,Curitiba,Feminino,Branca,Privada,P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),671.4,628.6,568.4,727.1,880.0,695.1
210056897959,2022,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),558.9,603.3,534.8,552.9,620.0,573.98
210057799008,2022,Curitiba,Feminino,Não declarado,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),539.1,560.5,456.6,518.0,520.0,518.84
210056919086,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),484.7,490.6,397.3,336.9,420.0,425.9
210055052755,2022,Curitiba,Feminino,Parda,Não informado (Egresso),I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),598.0,603.8,565.6,640.8,880.0,657.64
210057694161,2022,Curitiba,Masculino,Preta,Não informado (Egresso),A,A - Nenhuma Renda,Baixa Renda (Até R$ 2.424),568.9,618.2,682.6,540.2,600.0,601.98
210055571164,2022,Curitiba,Masculino,Parda,Não informado (Egresso),H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),534.1,560.3,591.1,663.9,680.0,605.88
210057830684,2022,Curitiba,Feminino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),583.1,574.9,581.4,446.3,880.0,613.14
210057777995,2022,Curitiba,Feminino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),606.6,645.8,621.8,671.3,600.0,629.1
210055520815,2022,Curitiba,Masculino,Branca,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),529.3,498.3,407.6,513.1,560.0,501.66
210055438629,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),583.5,582.5,549.2,433.6,580.0,545.76
210055572851,2022,Curitiba,Masculino,Branca,Privada,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),621.0,645.4,632.6,768.4,880.0,709.48
210057508929,2022,Curitiba,Masculino,Parda,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),459.9,504.9,561.9,431.4,640.0,519.62
210055657497,2022,Curitiba,Masculino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),490.6,445.6,553.8,514.9,380.0,476.98
210055498983,2022,Curitiba,Masculino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),564.5,601.2,546.9,574.0,640.0,585.32
210057930177,2022,Curitiba,Masculino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),513.1,597.1,589.4,582.6,540.0,564.44
210055503178,2022,Curitiba,Masculino,Branca,Privada,Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),618.1,608.0,571.2,762.0,780.0,667.86
210055445644,2022,Curitiba,Masculino,Parda,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),454.8,532.4,573.3,647.2,740.0,589.54
210055370480,2022,Curitiba,Feminino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),451.8,501.7,522.5,384.2,0.0,372.04
210057803927,2022,Curitiba,Masculino,Branca,Não informado (Egresso),N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),663.2,647.8,656.8,776.3,800.0,708.82
210057112230,2022,Curitiba,Feminino,Branca,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),642.4,667.6,657.8,635.7,840.0,688.7
210055311102,2022,Curitiba,Masculino,Parda,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),543.4,570.1,584.1,502.2,680.0,575.96
210055396172,2022,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),419.0,514.3,521.1,615.4,680.0,549.96
210055468328,2022,Curitiba,Feminino,Preta,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),512.6,515.7,533.7,458.1,660.0,536.02
210055639204,2022,Curitiba,Feminino,Branca,Pública,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),452.6,559.7,503.5,551.6,740.0,561.48
210057356054,2022,Curitiba,Feminino,Parda,Pública,K,K - De 7 a 8 SM,Alta Renda (Acima de R$ 6.060),565.3,539.0,481.6,570.4,520.0,535.26
210054721701,2022,Curitiba,Masculino,Preta,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),418.5,468.9,428.4,459.8,640.0,483.12
210054698646,2022,Curitiba,Masculino,Parda,Não informado (Egresso),A,A - Nenhuma Renda,Baixa Renda (Até R$ 2.424),505.1,618.9,586.3,685.5,620.0,603.16
210054659485,2022,Curitiba,Feminino,Parda,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),461.8,518.3,480.3,479.8,800.0,548.04
210056882770,2022,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),444.0,526.4,496.5,425.3,680.0,514.44
210055514211,2022,Curitiba,Feminino,Branca,Pública,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),441.4,471.9,524.6,368.3,500.0,461.24
210054519519,2022,Curitiba,Masculino,Parda,Não informado (Egresso),A,A - Nenhuma Renda,Baixa Renda (Até R$ 2.424),538.5,469.0,483.6,379.1,260.0,426.04
210055068236,2022,Curitiba,Feminino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),437.0,565.7,614.9,408.5,760.0,557.22
210055458345,2022,Curitiba,Feminino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),557.0,633.0,622.1,696.2,860.0,673.66
210055293823,2022,Curitiba,Feminino,Preta,Pública,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),421.4,500.4,546.8,375.2,660.0,500.76
210054740698,2022,Curitiba,Feminino,Parda,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),483.8,485.4,485.3,415.8,720.0,518.06
210055631281,2022,Curitiba,Feminino,Parda,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),532.4,569.3,517.5,605.3,740.0,592.9
210056919990,2022,Curitiba,Masculino,Branca,Pública,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),613.7,583.1,606.0,687.8,680.0,634.12
210057308814,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),673.7,643.2,598.9,712.3,780.0,681.62
210055287550,2022,Curitiba,Masculino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),372.4,334.9,438.1,439.8,420.0,401.04
210057761310,2022,Curitiba,Feminino,Branca,Não informado (Egresso),M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),535.9,613.7,568.5,562.9,460.0,548.2
210056432853,2022,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),513.3,479.6,552.2,544.8,560.0,529.98
210055259043,2022,Curitiba,Feminino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),559.0,578.7,611.0,588.2,620.0,591.38
210055509588,2022,Curitiba,Feminino,Parda,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),443.4,435.1,502.9,470.9,0.0,370.46
210057766088,2022,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),627.8,625.9,604.9,686.9,740.0,657.1
210055668913,2022,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),428.9,423.1,433.4,410.2,500.0,439.12
210055706955,2022,Curitiba,Feminino,Amarela,Pública,M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),597.4,531.3,613.1,418.2,560.0,544.0
210057250003,2022,Curitiba,Feminino,Branca,Privada,J,J - De 6 a 7 SM,Alta Renda (Acima de R$ 6.060),557.7,616.2,602.7,633.4,780.0,638.0
210055329488,2022,Curitiba,Masculino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),439.4,555.5,560.0,518.4,360.0,486.66
210057608706,2022,Curitiba,Masculino,Não declarado,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),584.9,357.3,475.9,566.6,540.0,504.94
210057315859,2022,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),520.0,579.5,656.3,616.8,680.0,610.52
210057282507,2022,Curitiba,Masculino,Branca,Privada,P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),661.0,612.3,597.0,766.1,920.0,711.28
210055283476,2022,Curitiba,Masculino,Branca,Privada,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),533.9,567.1,556.1,479.9,740.0,575.4
210054686137,2022,Curitiba,Masculino,Parda,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),460.4,520.1,568.2,474.4,720.0,548.62
210057674933,2022,Curitiba,Masculino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),526.4,579.8,549.1,639.6,480.0,554.98
210056855372,2022,Curitiba,Masculino,Branca,Privada,L,L - De 8 a 9 SM,Alta Renda (Acima de R$ 6.060),579.1,411.2,504.9,629.2,940.0,612.88
210054714621,2022,Curitiba,Feminino,Preta,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),439.9,599.6,487.1,438.6,460.0,485.04
210057548242,2022,Curitiba,Feminino,Branca,Privada,Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),608.8,623.7,582.1,701.6,680.0,639.24
210057280966,2022,Curitiba,Masculino,Preta,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),507.3,580.4,578.5,620.7,680.0,593.38
210055394041,2022,Curitiba,Masculino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),515.7,581.8,553.5,543.1,800.0,598.82
210057308810,2022,Curitiba,Masculino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),520.5,649.2,532.2,789.3,760.0,650.24
210054998949,2022,Curitiba,Feminino,Branca,Privada,L,L - De 8 a 9 SM,Alta Renda (Acima de R$ 6.060),529.3,554.5,518.0,641.6,720.0,592.68
210057530481,2022,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),501.6,562.0,592.1,429.1,500.0,516.96
210055083693,2022,Curitiba,Masculino,Parda,Privada,Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),634.0,640.0,624.6,614.4,740.0,650.6
210057689817,2022,Curitiba,Feminino,Parda,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),424.5,435.8,407.8,359.5,440.0,413.52
210055067497,2022,Curitiba,Feminino,Branca,Privada,L,L - De 8 a 9 SM,Alta Renda (Acima de R$ 6.060),531.1,639.1,633.9,652.9,860.0,663.4
210056559720,2022,Curitiba,Feminino,Branca,Privada,L,L - De 8 a 9 SM,Alta Renda (Acima de R$ 6.060),639.1,665.2,679.2,689.0,920.0,718.5
210056853338,2022,Curitiba,Masculino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),417.9,447.7,422.6,379.3,0.0,333.5
210055447586,2022,Curitiba,Feminino,Branca,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),473.2,536.0,443.4,440.8,440.0,466.68
210055465981,2022,Curitiba,Feminino,Branca,Pública,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),584.2,558.1,621.1,611.4,600.0,594.96
210055383537,2022,Curitiba,Masculino,Branca,Privada,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),579.2,559.4,547.8,659.2,900.0,649.12
210057336575,2022,Curitiba,Feminino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),470.6,543.3,508.3,559.1,640.0,544.26
210056861349,2022,Curitiba,Feminino,Amarela,Privada,Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),614.8,646.4,655.2,681.0,900.0,699.48
210055635839,2022,Curitiba,Masculino,Branca,Privada,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),649.1,608.8,560.7,586.0,760.0,632.92
210055396894,2022,Curitiba,Masculino,Preta,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),514.3,556.8,435.8,436.7,540.0,496.72
210057828064,2022,Curitiba,Feminino,Preta,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),441.6,639.5,619.3,591.2,680.0,594.32
210056373152,2022,Curitiba,Feminino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),375.5,519.4,472.3,451.2,340.0,431.68
210056632804,2022,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),459.4,567.8,588.2,518.4,620.0,550.76
210055560593,2022,Curitiba,Feminino,Parda,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),394.3,452.4,383.6,384.6,560.0,434.98
210055649416,2022,Curitiba,Feminino,Branca,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),398.9,414.9,445.3,406.6,440.0,421.14
210056891287,2022,Curitiba,Feminino,Branca,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),412.9,558.8,613.9,653.4,440.0,535.8
210055068924,2022,Curitiba,Masculino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),604.5,466.4,508.8,443.2,560.0,516.58
210057577816,2022,Curitiba,Feminino,Branca,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),543.3,579.7,566.5,525.1,640.0,570.92
210057806445,2022,Curitiba,Feminino,Branca,Não informado (Egresso),Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),630.3,657.8,626.9,490.5,840.0,649.1
210057243481,2022,Curitiba,Feminino,Branca,Privada,Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),545.5,544.3,575.7,608.2,920.0,638.74
210055439469,2022,Curitiba,Feminino,Branca,Pública,M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),423.8,491.6,498.2,491.4,500.0,481.0
210055502777,2022,Curitiba,Feminino,Branca,Privada,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),514.0,484.2,527.0,484.6,600.0,521.96
210057698203,2022,Curitiba,Masculino,Branca,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),525.2,348.0,412.9,490.5,600.0,475.32
210057343335,2022,Curitiba,Feminino,Branca,Pública,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),654.6,667.3,660.4,729.6,900.0,722.38
210055452265,2022,Curitiba,Masculino,Parda,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),468.4,595.6,546.8,358.3,600.0,513.82
210055713599,2022,Curitiba,Feminino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),474.5,417.5,506.1,465.3,520.0,476.68
210055473857,2022,Curitiba,Masculino,Branca,Não informado (Egresso),M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),765.3,737.3,716.5,908.8,940.0,813.58
210058014123,2022,Curitiba,Feminino,Branca,Não informado (Egresso),K,K - De 7 a 8 SM,Alta Renda (Acima de R$ 6.060),577.7,608.3,614.0,733.8,580.0,622.76
210055088033,2022,Curitiba,Feminino,Branca,Privada,Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),473.2,571.0,589.2,641.2,760.0,606.92
210055508946,2022,Curitiba,Feminino,Branca,Pública,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),460.5,547.1,595.1,569.8,580.0,550.5
210055243825,2022,Curitiba,Feminino,Branca,Privada,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),522.9,620.3,573.9,595.8,640.0,590.58
210054804098,2022,Curitiba,Feminino,Branca,Não informado (Egresso),K,K - De 7 a 8 SM,Alta Renda (Acima de R$ 6.060),679.2,741.0,686.5,842.4,880.0,765.82
210056245531,2022,Curitiba,Feminino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),484.4,613.7,617.9,635.6,680.0,606.32
210055500573,2022,Curitiba,Feminino,Branca,Privada,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),642.2,474.2,543.6,632.4,660.0,590.48
210057815373,2022,Curitiba,Masculino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),620.0,672.3,639.0,657.8,900.0,697.82
210056573937,2022,Curitiba,Feminino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),485.4,531.9,446.3,475.8,720.0,531.88
210055277287,2022,Curitiba,Feminino,Branca,Privada,L,L - De 8 a 9 SM,Alta Renda (Acima de R$ 6.060),535.2,412.1,506.9,490.8,800.0,549.0
210057131530,2022,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),456.9,562.6,563.9,596.1,700.0,575.9
210055491620,2022,Curitiba,Masculino,Branca,Não informado (Egresso),H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),565.7,461.4,568.8,799.4,480.0,575.06
210055259256,2022,Curitiba,Feminino,Parda,Pública,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),477.6,526.0,474.8,598.0,780.0,571.28
210055188338,2022,Curitiba,Masculino,Parda,Privada,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),638.6,606.8,546.9,729.1,760.0,656.28
210055530309,2022,Curitiba,Feminino,Branca,Privada,Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),619.7,619.3,632.3,732.7,860.0,692.8
210054992955,2022,Curitiba,Masculino,Branca,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),582.2,497.5,506.8,639.4,580.0,561.18
210055194252,2022,Curitiba,Masculino,Branca,Privada,O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),388.1,577.3,566.3,650.5,680.0,572.44
210057740188,2022,Curitiba,Masculino,Preta,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),480.8,533.1,605.1,677.0,680.0,595.2
210055584475,2022,Curitiba,Feminino,Branca,Privada,O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),583.8,592.0,556.1,683.2,920.0,667.02
210055443897,2022,Curitiba,Feminino,Parda,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),505.4,477.6,532.5,582.4,600.0,539.58
210056588177,2022,Curitiba,Feminino,Amarela,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),432.4,557.8,576.0,636.0,740.0,588.44
210055670286,2022,Curitiba,Feminino,Branca,Privada,J,J - De 6 a 7 SM,Alta Renda (Acima de R$ 6.060),485.2,582.1,582.1,559.8,780.0,597.84
210055567177,2022,Curitiba,Feminino,Branca,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),398.4,489.4,559.2,459.2,620.0,505.24
210055426093,2022,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),515.0,597.6,547.9,622.6,600.0,576.62
210056403820,2022,Curitiba,Masculino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),522.9,543.0,510.6,434.7,560.0,514.24
210055321186,2022,Curitiba,Masculino,Branca,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),618.6,587.5,530.9,542.1,760.0,607.82
210057096861,2022,Curitiba,Masculino,Parda,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),516.6,547.5,584.0,621.2,600.0,573.86
210056585015,2022,Curitiba,Masculino,Parda,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),478.3,420.7,545.7,527.2,580.0,510.38
210057757205,2022,Curitiba,Feminino,Não declarado,Privada,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),489.4,551.9,481.5,372.7,620.0,503.1
210055362274,2022,Curitiba,Feminino,Branca,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),496.6,559.9,533.0,690.8,860.0,628.06
210057279651,2022,Curitiba,Masculino,Preta,Pública,N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),478.0,568.3,528.1,505.1,760.0,567.9
210055373443,2022,Curitiba,Masculino,Branca,Privada,O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),630.4,630.6,667.6,897.8,900.0,745.28
210056613987,2022,Curitiba,Masculino,Branca,Privada,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),473.8,482.8,489.3,604.1,520.0,514.0
210056671826,2022,Curitiba,Feminino,Parda,Privada,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),486.5,557.1,557.8,632.7,940.0,634.82
210057309623,2022,Curitiba,Feminino,Branca,Privada,O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),494.9,553.9,572.7,636.6,880.0,627.62
210057757216,2022,Curitiba,Masculino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),526.1,585.6,620.3,566.5,540.0,567.7
210055627487,2022,Curitiba,Feminino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),467.2,509.8,529.8,530.1,660.0,539.38
210055341884,2022,Curitiba,Masculino,Branca,Privada,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),574.6,592.5,598.5,677.6,760.0,640.64
210055844387,2022,Curitiba,Masculino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),471.1,569.6,514.2,559.7,580.0,538.92
210056665719,2022,Curitiba,Feminino,Branca,Pública,N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),558.3,554.5,566.2,607.2,660.0,589.24
210056538973,2022,Curitiba,Feminino,Amarela,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),557.1,595.8,594.2,670.5,860.0,655.52
210057063217,2022,Curitiba,Feminino,Branca,Não informado (Egresso),O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),601.0,653.2,601.4,729.4,700.0,657.0
210056926077,2022,Curitiba,Feminino,Branca,Privada,L,L - De 8 a 9 SM,Alta Renda (Acima de R$ 6.060),581.7,643.1,650.9,683.5,740.0,659.84
210055596558,2022,Curitiba,Feminino,Parda,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),550.9,666.2,627.2,648.8,640.0,626.62
210057699010,2022,Curitiba,Masculino,Branca,Privada,J,J - De 6 a 7 SM,Alta Renda (Acima de R$ 6.060),636.9,654.1,662.2,781.6,960.0,738.96
210057384041,2022,Curitiba,Feminino,Branca,Privada,M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),458.6,643.6,568.5,662.3,860.0,638.6
210054941839,2022,Curitiba,Masculino,Branca,Privada,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),774.3,712.3,714.3,943.7,940.0,816.92
210057579032,2022,Curitiba,Feminino,Branca,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),487.9,592.3,639.1,792.0,680.0,638.26
210056672707,2022,Curitiba,Masculino,Parda,Pública,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),512.4,564.2,566.1,598.7,600.0,568.28
210055080825,2022,Curitiba,Masculino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),562.1,598.0,477.4,661.4,740.0,607.78
210058013546,2022,Curitiba,Masculino,Branca,Privada,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),657.2,650.2,626.0,779.8,840.0,710.64
210055634896,2022,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),442.6,485.2,515.6,534.8,560.0,507.64
210057335978,2022,Curitiba,Masculino,Parda,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),510.4,467.9,519.5,447.1,580.0,504.98
210057259458,2022,Curitiba,Feminino,Branca,Privada,P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),610.6,655.3,618.3,830.9,860.0,715.02
210055404265,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),440.4,600.4,572.5,511.9,560.0,537.04
210056907838,2022,Curitiba,Masculino,Branca,Privada,M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),652.9,625.6,569.6,827.8,900.0,715.18
