NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_PROVA,TP_SEXO_DESC,TP_COR_RACA_DESC,TP_ESCOLA_DESC,Q006,Q006_RENDA_DESC,GRUPO_RENDA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,NU_NOTA_GERAL
210061134186,2023,Curitiba,Feminino,Amarela,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),643.2,599.1,612.5,763.7,940.0,711.7
210061076171,2023,Curitiba,Feminino,Branca,Privada,P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),570.4,617.9,606.3,514.1,840.0,629.74
210058331239,2023,Curitiba,Masculino,Branca,Pública,N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),591.2,663.3,657.0,729.5,920.0,712.2
210060217903,2023,Curitiba,Masculino,Parda,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),460.0,491.0,477.1,465.0,580.0,494.62
210058515835,2023,Curitiba,Masculino,Parda,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),563.1,589.7,569.5,662.9,600.0,597.04
210060478786,2023,Curitiba,Masculino,Branca,Privada,P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),559.0,606.4,587.0,742.1,720.0,642.9
210060415209,2023,Curitiba,Feminino,Branca,Privada,L,L - De 8 a 9 SM,Alta Renda (Acima de R$ 6.060),575.5,599.7,577.5,681.9,780.0,642.92
210061055318,2023,Curitiba,Feminino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),596.1,615.0,599.5,651.2,840.0,660.36
210058282201,2023,Curitiba,Masculino,Branca,Não informado (Egresso),P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),568.8,431.9,567.8,911.0,540.0,603.9
210060502358,2023,Curitiba,Masculino,Branca,Não informado (Egresso),Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),668.1,677.3,605.9,859.3,760.0,714.12
210058272463,2023,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),468.3,487.5,504.7,493.4,680.0,526.78
210058120436,2023,Curitiba,Feminino,Branca,Não informado (Egresso),P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),575.6,658.9,648.3,678.8,600.0,632.32
210058853753,2023,Curitiba,Masculino,Parda,Privada,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),565.7,542.3,590.2,472.5,560.0,546.14
210060750744,2023,Curitiba,Masculino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),453.5,505.2,422.0,534.7,400.0,463.08
210060750737,2023,Curitiba,Feminino,Branca,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),678.1,643.4,567.6,780.0,680.0,669.82
210058724885,2023,Curitiba,Masculino,Branca,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),434.1,514.9,551.2,636.9,0.0,427.42
210060358681,2023,Curitiba,Masculino,Branca,Privada,P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),634.3,531.9,559.6,702.4,740.0,633.64
210061594567,2023,Curitiba,Masculino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),564.2,610.1,567.2,520.9,800.0,612.48
210058525554,2023,Curitiba,Feminino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),487.0,582.8,528.3,427.6,360.0,477.14
210058136457,2023,Curitiba,Masculino,Branca,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),682.7,597.9,382.7,702.1,780.0,629.08
210058136447,2023,Curitiba,Masculino,Branca,Privada,Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),677.9,650.1,649.0,796.7,760.0,706.74
210060623782,2023,Curitiba,Feminino,Branca,Privada,J,J - De 6 a 7 SM,Alta Renda (Acima de R$ 6.060),593.7,523.2,586.1,739.3,920.0,672.46
210060468980,2023,Curitiba,Masculino,Amarela,Não informado (Egresso),K,K - De 7 a 8 SM,Alta Renda (Acima de R$ 6.060),700.9,699.0,690.5,771.2,840.0,740.32
210058724889,2023,Curitiba,Masculino,Branca,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),441.1,536.1,479.4,578.7,560.0,519.06
210060756866,2023,Curitiba,Masculino,Branca,Não informado (Egresso),J,J - De 6 a 7 SM,Alta Renda (Acima de R$ 6.060),555.2,663.9,621.6,633.9,660.0,626.92
210061379232,2023,Curitiba,Feminino,Branca,Não informado (Egresso),H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),560.5,571.8,563.2,521.1,600.0,563.32
210060895464,2023,Curitiba,Masculino,Branca,Pública,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),536.0,576.8,596.1,651.1,680.0,608.0
210061211700,2023,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),648.6,582.0,621.2,658.7,760.0,654.1
210060346366,2023,Curitiba,Masculino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),557.5,579.3,540.9,569.1,520.0,553.36
210058343692,2023,Curitiba,Masculino,Branca,Privada,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),671.4,665.1,631.0,840.9,720.0,705.68
210061429597,2023,Curitiba,Masculino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),469.0,471.1,479.1,488.8,580.0,497.6
210060982594,2023,Curitiba,Feminino,Preta,Privada,J,J - De 6 a 7 SM,Alta Renda (Acima de R$ 6.060),574.4,583.3,672.0,654.7,760.0,648.88
210058856832,2023,Curitiba,Feminino,Branca,Privada,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),453.0,389.4,491.9,375.3,260.0,393.92
210060292476,2023,Curitiba,Masculino,Branca,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),356.7,556.4,473.7,436.7,540.0,472.7
210059967479,2023,Curitiba,Masculino,Parda,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),548.2,501.8,547.6,555.7,700.0,570.66
210060537412,2023,Curitiba,Masculino,Branca,Não informado (Egresso),L,L - De 8 a 9 SM,Alta Renda (Acima de R$ 6.060),610.1,665.0,631.4,772.5,800.0,695.8
210058235627,2023,Curitiba,Masculino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),514.0,411.1,554.7,548.1,460.0,497.58
210058645247,2023,Curitiba,Masculino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),483.8,523.8,551.8,534.3,680.0,554.74
210060650370,2023,Curitiba,Masculino,Branca,Não informado (Egresso),I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),448.8,601.7,565.0,599.5,840.0,611.0
210061252287,2023,Curitiba,Masculino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),569.1,555.4,604.9,603.5,540.0,574.58
210058861448,2023,Curitiba,Feminino,Branca,Privada,J,J - De 6 a 7 SM,Alta Renda (Acima de R$ 6.060),556.1,564.7,488.7,646.6,760.0,603.22
210060556131,2023,Curitiba,Feminino,Amarela,Pública,O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),492.4,528.8,502.2,455.0,0.0,395.68
210061566118,2023,Curitiba,Masculino,Branca,Privada,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),680.7,674.0,625.5,829.9,880.0,738.02
210060034786,2023,Curitiba,Feminino,Branca,Privada,N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),431.4,493.0,500.4,580.1,760.0,552.98
210059579961,2023,Curitiba,Feminino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),464.7,572.3,595.5,635.4,540.0,561.58
210061067019,2023,Curitiba,Masculino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),569.3,558.8,507.5,603.4,540.0,555.8
210058390602,2023,Curitiba,Masculino,Branca,Privada,N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),706.8,645.0,666.2,800.7,920.0,747.74
210059582499,2023,Curitiba,Feminino,Parda,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),548.8,548.2,467.6,411.9,400.0,475.3
210060349398,2023,Curitiba,Masculino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),534.0,467.5,544.9,355.4,740.0,528.36
210061114957,2023,Curitiba,Masculino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),549.5,573.6,610.2,662.8,760.0,631.22
210058379965,2023,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),480.5,524.1,447.1,514.4,660.0,525.22
210058758509,2023,Curitiba,Masculino,Branca,Não informado (Egresso),M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),617.4,659.8,622.2,711.6,600.0,642.2
210061617494,2023,Curitiba,Feminino,Amarela,Não informado (Egresso),O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),739.3,673.4,697.4,900.2,860.0,774.06
210060571306,2023,Curitiba,Masculino,Parda,Não informado (Egresso),O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),627.2,599.3,565.7,674.9,700.0,633.42
210058500425,2023,Curitiba,Feminino,Branca,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),527.8,614.2,655.1,683.8,660.0,628.18
210058511529,2023,Curitiba,Masculino,Branca,Privada,N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),632.4,654.0,603.2,754.6,920.0,712.84
210061363805,2023,Curitiba,Feminino,Branca,Não informado (Egresso),I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),653.2,685.0,642.1,736.8,760.0,695.42
210059614960,2023,Curitiba,Feminino,Branca,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),500.1,560.2,543.7,654.2,960.0,643.64
210060346596,2023,Curitiba,Masculino,Preta,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),515.4,583.1,554.9,568.7,420.0,528.42
210058776557,2023,Curitiba,Masculino,Parda,Privada,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),495.0,543.5,501.4,361.6,420.0,464.3
210059741794,2023,Curitiba,Feminino,Parda,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),529.3,589.6,598.3,462.3,340.0,503.9
210061392852,2023,Curitiba,Masculino,Branca,Privada,Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),632.9,540.5,563.4,756.1,800.0,658.58
210058117359,2023,Curitiba,Feminino,Branca,Privada,J,J - De 6 a 7 SM,Alta Renda (Acima de R$ 6.060),618.4,649.3,571.4,679.0,860.0,675.62
210059867603,2023,Curitiba,Masculino,Branca,Privada,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),707.9,672.3,652.9,817.0,920.0,754.02
210058098013,2023,Curitiba,Feminino,Branca,Pública,K,K - De 7 a 8 SM,Alta Renda (Acima de R$ 6.060),579.4,610.7,604.5,721.7,780.0,659.26
210060722049,2023,Curitiba,Masculino,Branca,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),459.2,569.4,519.4,580.5,480.0,521.7
210061344354,2023,Curitiba,Feminino,Branca,Pública,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),538.5,540.1,556.5,470.5,620.0,545.12
210058380868,2023,Curitiba,Feminino,Branca,Privada,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),534.2,589.0,592.4,655.9,760.0,626.3
210058438294,2023,Curitiba,Feminino,Branca,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),518.3,543.4,551.4,578.3,760.0,590.28
210058827712,2023,Curitiba,Masculino,Branca,Privada,Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),611.1,597.7,555.0,572.0,840.0,635.16
210060721677,2023,Curitiba,Feminino,Branca,Privada,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),530.2,574.5,575.5,634.0,780.0,618.84
210061529312,2023,Curitiba,Feminino,Branca,Não informado (Egresso),N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),621.1,615.0,622.3,720.0,960.0,707.68
210060153280,2023,Curitiba,Feminino,Amarela,Privada,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),630.3,645.6,622.5,837.5,860.0,719.18
210058547045,2023,Curitiba,Feminino,Branca,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),535.8,553.0,599.1,380.6,600.0,533.7
210060721685,2023,Curitiba,Feminino,Branca,Privada,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),534.7,605.8,581.4,694.7,620.0,607.32
210058371386,2023,Curitiba,Feminino,Parda,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),473.7,566.9,545.6,587.4,440.0,522.72
210059723549,2023,Curitiba,Masculino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),392.8,564.3,522.0,362.1,340.0,436.24
210059703339,2023,Curitiba,Feminino,Branca,Privada,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),578.1,659.1,577.2,578.5,660.0,610.58
210058638849,2023,Curitiba,Feminino,Preta,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),517.3,503.4,624.2,570.6,680.0,579.1
210060610276,2023,Curitiba,Feminino,Parda,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),488.7,524.7,448.7,462.2,240.0,432.86
210061528114,2023,Curitiba,Feminino,Branca,Não informado (Egresso),P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),647.3,633.9,667.8,742.5,920.0,722.3
210060287233,2023,Curitiba,Masculino,Branca,Privada,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),544.0,565.7,575.7,570.5,820.0,615.18
210060336214,2023,Curitiba,Feminino,Branca,Privada,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),521.6,545.1,548.0,440.6,680.0,547.06
210060336217,2023,Curitiba,Feminino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),539.0,580.7,547.3,609.5,580.0,571.3
210058827719,2023,Curitiba,Masculino,Branca,Privada,N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),502.3,612.0,572.4,471.5,600.0,551.64
210058763338,2023,Curitiba,Feminino,Branca,Privada,M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),544.3,599.5,589.2,498.1,640.0,574.22
210058763352,2023,Curitiba,Masculino,Branca,Pública,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),531.8,612.4,585.4,697.3,580.0,601.38
210061525891,2023,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),548.1,570.0,553.9,585.3,600.0,571.46
210061263475,2023,Curitiba,Feminino,Branca,Privada,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),529.7,583.0,527.7,669.5,660.0,593.98
210058556875,2023,Curitiba,Feminino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),466.9,502.1,491.8,531.5,600.0,518.46
210060651811,2023,Curitiba,Feminino,Branca,Privada,P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),603.6,607.8,582.7,745.6,920.0,691.94
210058371384,2023,Curitiba,Feminino,Branca,Não informado (Egresso),M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),559.7,625.8,633.5,635.3,820.0,654.86
210061097469,2023,Curitiba,Feminino,Não declarado,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),528.7,684.5,628.8,667.0,920.0,685.8
210058127289,2023,Curitiba,Feminino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),544.7,567.2,489.8,647.2,680.0,585.78
210060571567,2023,Curitiba,Masculino,Branca,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),713.3,601.4,577.5,854.6,920.0,733.36
210058868509,2023,Curitiba,Feminino,Branca,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),463.2,557.3,524.9,553.1,580.0,535.7
210059076901,2023,Curitiba,Masculino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),456.3,521.5,509.0,565.8,580.0,526.52
210061273155,2023,Curitiba,Masculino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),509.5,623.2,620.4,622.7,680.0,611.16
210058371399,2023,Curitiba,Feminino,Branca,Privada,L,L - De 8 a 9 SM,Alta Renda (Acima de R$ 6.060),556.7,630.7,595.3,643.4,600.0,605.22
210058646098,2023,Curitiba,Feminino,Branca,Privada,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),516.2,549.7,544.6,544.7,780.0,587.04
210058870785,2023,Curitiba,Masculino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),505.0,603.0,596.9,635.8,500.0,568.14
210058652682,2023,Curitiba,Masculino,Parda,Privada,L,L - De 8 a 9 SM,Alta Renda (Acima de R$ 6.060),479.9,575.7,551.3,677.3,900.0,636.84
210060219941,2023,Curitiba,Feminino,Branca,Privada,N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),585.2,636.4,609.7,749.3,960.0,708.12
210060481714,2023,Curitiba,Masculino,Amarela,Privada,K,K - De 7 a 8 SM,Alta Renda (Acima de R$ 6.060),691.2,651.0,629.6,744.0,840.0,711.16
210058349495,2023,Curitiba,Masculino,Preta,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),417.0,536.8,509.1,360.4,540.0,472.66
210061615261,2023,Curitiba,Feminino,Branca,Privada,L,L - De 8 a 9 SM,Alta Renda (Acima de R$ 6.060),583.3,549.6,587.7,712.7,760.0,638.66
210060475751,2023,Curitiba,Feminino,Parda,Privada,N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),570.1,656.1,645.4,751.7,880.0,700.66
210058130324,2023,Curitiba,Masculino,Branca,Privada,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),564.7,514.6,513.5,574.4,540.0,541.44
210059782694,2023,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),443.6,436.7,516.6,523.0,660.0,515.98
210061166813,2023,Curitiba,Feminino,Branca,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),462.4,370.5,498.7,564.8,580.0,495.28
210058556253,2023,Curitiba,Masculino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),397.1,539.9,462.7,432.9,440.0,454.52
210060405412,2023,Curitiba,Feminino,Branca,Privada,Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),510.2,543.9,626.2,686.1,800.0,633.28
210058216285,2023,Curitiba,Masculino,Branca,Privada,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),454.8,505.6,460.8,532.3,460.0,482.7
210058751889,2023,Curitiba,Feminino,Branca,Privada,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),598.5,695.3,611.8,778.4,940.0,724.8
210060400845,2023,Curitiba,Feminino,Branca,Não informado (Egresso),I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),651.0,640.7,596.7,771.9,840.0,700.06
210061408057,2023,Curitiba,Masculino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),537.0,481.4,607.0,646.8,640.0,582.44
210058525608,2023,Curitiba,Masculino,Parda,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),560.7,611.4,595.1,732.5,540.0,607.94
210058579479,2023,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),410.5,499.7,428.9,334.8,640.0,462.78
210058860572,2023,Curitiba,Feminino,Parda,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),509.0,558.8,560.2,399.3,680.0,541.46
210059911309,2023,Curitiba,Feminino,Amarela,Pública,K,K - De 7 a 8 SM,Alta Renda (Acima de R$ 6.060),538.2,571.6,555.4,511.0,740.0,583.24
210058084437,2023,Curitiba,Masculino,Branca,Não informado (Egresso),Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),715.2,655.4,673.8,861.9,740.0,729.26
210060491801,2023,Curitiba,Masculino,Branca,Privada,L,L - De 8 a 9 SM,Alta Renda (Acima de R$ 6.060),592.8,634.9,588.5,655.0,740.0,642.24
210058392441,2023,Curitiba,Feminino,Branca,Privada,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),628.1,563.7,632.8,779.3,660.0,652.78
210061585275,2023,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),413.1,522.5,465.4,383.3,480.0,452.86
210061577714,2023,Curitiba,Feminino,Branca,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),646.8,670.7,603.2,789.0,960.0,733.94
210059556707,2023,Curitiba,Feminino,Branca,Não informado (Egresso),N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),576.6,649.3,637.5,553.8,580.0,599.44
210060769924,2023,Curitiba,Masculino,Preta,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),457.3,563.9,499.1,538.8,0.0,411.82
210058125166,2023,Curitiba,Feminino,Parda,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),484.6,410.3,495.9,569.2,620.0,516.0
210058396263,2023,Curitiba,Feminino,Branca,Privada,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),569.2,586.0,593.2,456.8,940.0,629.04
210061263470,2023,Curitiba,Feminino,Parda,Pública,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),540.1,612.9,611.7,538.4,640.0,588.62
210058380828,2023,Curitiba,Masculino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),440.2,542.9,543.5,790.2,620.0,587.36
210058299513,2023,Curitiba,Feminino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),461.3,478.9,522.2,561.2,540.0,512.72
210058756127,2023,Curitiba,Masculino,Branca,Privada,M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),540.5,547.4,584.5,490.6,460.0,524.6
210061055327,2023,Curitiba,Feminino,Parda,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),564.8,677.4,661.3,406.3,560.0,573.96
210058588027,2023,Curitiba,Masculino,Amarela,Pública,O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),525.4,541.7,491.3,596.8,0.0,431.04
210058774135,2023,Curitiba,Masculino,Branca,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),574.5,561.9,535.9,401.2,600.0,534.7
210058827704,2023,Curitiba,Masculino,Parda,Privada,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),594.5,629.4,601.0,666.2,600.0,618.22
210060588719,2023,Curitiba,Feminino,Parda,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),479.8,645.1,645.3,573.2,840.0,636.68
210058125183,2023,Curitiba,Feminino,Branca,Não informado (Egresso),A,A - Nenhuma Renda,Baixa Renda (Até R$ 2.424),424.9,516.8,455.0,363.1,400.0,431.96
210058102741,2023,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),507.4,595.0,532.8,580.8,460.0,535.2
210058547032,2023,Curitiba,Feminino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),485.8,559.3,477.8,487.8,300.0,462.14
210058084417,2023,Curitiba,Masculino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),679.1,633.1,572.8,727.3,700.0,662.46
210059720531,2023,Curitiba,Masculino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),541.2,547.4,523.6,432.8,560.0,521.0
210060258441,2023,Curitiba,Masculino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),460.2,461.4,453.8,546.7,360.0,456.42
210058071022,2023,Curitiba,Feminino,Branca,Privada,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),554.3,597.3,599.0,610.0,700.0,612.12
210058084528,2023,Curitiba,Feminino,Branca,Privada,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),492.0,550.4,577.7,430.4,720.0,554.1
210061591757,2023,Curitiba,Masculino,Branca,Privada,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),504.3,551.7,502.0,725.3,640.0,584.66
210058860574,2023,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),483.2,524.7,468.1,468.2,460.0,480.84
210060978269,2023,Curitiba,Feminino,Parda,Não informado (Egresso),K,K - De 7 a 8 SM,Alta Renda (Acima de R$ 6.060),568.2,639.7,595.9,701.6,840.0,669.08
210058194751,2023,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),528.2,550.1,529.5,472.9,480.0,512.14
210058881177,2023,Curitiba,Masculino,Branca,Pública,O,O - De 12 a 15 SM,Alta Renda (Acima de R$ 6.060),470.1,552.8,520.1,648.5,620.0,562.3
210058494770,2023,Curitiba,Masculino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),536.6,636.9,622.7,590.1,480.0,573.26
210061180833,2023,Curitiba,Feminino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),542.5,547.7,546.0,534.9,500.0,534.22
210061023172,2023,Curitiba,Masculino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),659.2,645.8,625.9,686.1,580.0,639.4
